,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretKills,Team2:TurretKills,Team1:InhibitorKills,Team2:InhibitorKills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
15665,12,4105,5001,4977,4312,3848,3676,3367,4141,6013,4392,22243,21589,13,8,0,0,0,0,1,0,0,0,0,0,8.2,7.8,Team2,EUW1_7208462629,Bronze4
15666,13,4598,5583,5255,4444,4508,3981,3769,4494,6260,4592,24388,23096,15,8,0,0,0,0,1,0,0,0,0,0,8.6,8.2,Team2,EUW1_7208462629,Bronze4
15667,14,4812,6006,5655,5049,4910,4216,4020,4840,7598,4745,26432,25419,16,10,0,0,0,0,1,0,0,0,0,0,9.2,8.8,Team2,EUW1_7208462629,Bronze4
15668,15,5035,6248,5966,5363,5598,4590,4178,5507,7960,5595,28210,27830,17,11,0,0,0,0,1,0,0,0,0,0,9.6,9.2,Team2,EUW1_7208462629,Bronze4
15669,16,5363,6748,6420,6000,5857,5286,4887,6018,8133,5798,30388,30122,17,11,1,1,0,0,2,0,0,0,0,0,10.4,9.8,Team2,EUW1_7208462629,Bronze4
15670,17,5487,6915,6661,6164,6228,5834,5422,6746,9009,6475,31455,33486,18,13,3,1,0,0,2,0,0,0,0,0,10.6,10.2,Team2,EUW1_7208462629,Bronze4
15671,18,6491,7601,7088,6649,6628,6118,5964,7042,9944,6643,34457,35711,21,14,3,1,0,0,2,0,0,0,0,0,11.0,10.6,Team2,EUW1_7208462629,Bronze4
15672,19,6997,7944,7344,6926,6831,6254,6294,7798,10067,7135,36042,37548,21,15,4,1,0,0,2,0,0,0,0,0,11.4,11.0,Team2,EUW1_7208462629,Bronze4
15673,20,7692,8496,7544,7312,7121,6615,6799,8186,12025,7721,38165,41346,23,18,4,2,0,0,2,0,0,0,0,0,11.8,11.6,Team2,EUW1_7208462629,Bronze4
15674,21,8461,8724,7691,7509,7397,6911,7222,8702,12147,8623,39782,43605,24,20,4,2,0,0,3,0,0,0,0,0,12.2,12.0,Team2,EUW1_7208462629,Bronze4
15675,22,8683,8927,8165,7909,8564,7405,7686,9597,12714,9412,42248,46814,27,22,4,3,0,0,3,0,0,0,0,0,12.4,12.8,Team2,EUW1_7208462629,Bronze4
15676,23,9091,9629,8287,8032,8842,7738,7926,9943,13184,9864,43881,48655,28,23,4,3,0,0,3,0,0,0,0,0,13.0,13.0,Team2,EUW1_7208462629,Bronze4
15677,24,9248,9751,8591,8604,8995,7886,8639,10376,14601,11133,45189,52635,29,25,4,4,0,0,3,0,0,0,0,0,13.4,13.4,Team2,EUW1_7208462629,Bronze4
15678,25,9725,10093,8930,8835,9280,8008,8761,10635,14723,11285,46863,53412,30,25,4,4,0,0,3,0,0,0,0,0,13.6,13.4,Team2,EUW1_7208462629,Bronze4
15679,26,9890,10901,9052,8998,9737,8760,9219,10757,14980,11907,48578,55623,32,27,4,4,0,0,3,0,0,0,0,0,14.2,13.8,Team2,EUW1_7208462629,Bronze4
15680,27,10012,11173,9174,10139,10040,9161,9641,11067,15127,12360,50538,57356,34,29,4,4,0,0,3,1,0,0,0,0,14.2,14.2,Team2,EUW1_7208462629,Bronze4
15681,28,10136,11687,9471,10421,10200,9605,9912,11655,16086,12842,51915,60100,34,32,4,4,0,0,3,1,0,0,0,0,14.2,14.8,Team2,EUW1_7208462629,Bronze4
15682,29,10684,12290,9682,10996,10545,9733,10450,11777,16417,12994,54197,61371,37,33,4,4,0,0,3,1,0,0,0,0,14.8,15.0,Team2,EUW1_7208462629,Bronze4
15683,30,10829,12422,9959,11213,10813,10565,10572,12846,16596,13994,55236,64573,37,36,4,4,0,0,3,1,0,0,0,0,14.8,15.2,Team2,EUW1_7208462629,Bronze4
15684,31,11061,12544,10082,11335,11023,11475,11398,13426,18851,15177,56045,70327,37,40,5,6,0,1,3,1,0,0,0,1,15.0,16.2,Team2,EUW1_7208462629,Bronze4
15685,31,11097,12941,10117,11521,11068,11735,11533,13933,19012,15272,56744,71485,38,41,5,7,0,2,3,1,0,0,0,1,15.2,16.4,Team2,EUW1_7208462629,Bronze4
15686,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7208400403,Bronze4
15687,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7208400403,Bronze4
15688,2,542,611,591,542,565,598,611,626,584,524,2851,2943,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7208400403,Bronze4
15689,3,860,1293,885,816,833,941,898,934,850,686,4687,4309,1,0,0,0,0,0,0,0,0,0,0,0,2.4,2.6,Team2,EUW1_7208400403,Bronze4
15690,4,1123,1658,1113,1103,1028,1190,1241,1176,1434,1086,6025,6127,1,1,0,0,0,0,0,0,0,0,0,0,3.4,3.2,Team2,EUW1_7208400403,Bronze4
15691,5,1752,2170,1410,1247,1324,1459,1547,1487,1738,1278,7903,7509,2,1,0,0,0,0,0,0,0,0,0,0,4.0,4.2,Team2,EUW1_7208400403,Bronze4
15692,6,2109,2457,1624,1474,1519,1715,1670,1914,1903,1485,9183,8687,2,1,0,0,0,0,0,0,0,0,0,0,5.0,4.6,Team2,EUW1_7208400403,Bronze4
15693,7,2363,2772,1983,1703,1680,2054,2270,2232,2252,1832,10501,10640,2,2,0,0,0,0,0,0,0,0,0,0,5.6,5.4,Team2,EUW1_7208400403,Bronze4
15694,8,2732,3155,2129,1906,1925,2434,2502,2522,2688,2044,11847,12190,2,2,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team2,EUW1_7208400403,Bronze4
15695,9,3165,3467,2252,2154,2079,2706,3008,3083,2916,2196,13117,13909,2,3,0,0,0,0,0,0,0,0,0,0,6.6,6.6,Team2,EUW1_7208400403,Bronze4
15696,10,3465,4175,2444,2543,2392,3024,3256,3378,3236,2445,15019,15339,3,3,0,0,0,0,0,1,0,0,0,0,6.6,7.0,Team2,EUW1_7208400403,Bronze4
15697,11,3856,4430,2567,2770,2629,3432,3830,4028,3530,3354,16252,18174,3,6,0,0,0,0,0,1,0,0,0,0,7.4,7.6,Team2,EUW1_7208400403,Bronze4
15698,12,4294,5434,2757,2892,2826,3925,4098,4297,3841,3578,18203,19739,4,6,0,0,0,0,0,1,0,0,0,0,8.0,7.8,Team2,EUW1_7208400403,Bronze4
15699,13,4680,5672,2998,3066,3176,4194,4335,4616,4424,3944,19592,21513,4,7,0,0,0,0,0,1,0,0,0,0,8.2,8.6,Team2,EUW1_7208400403,Bronze4
15700,14,5552,6063,3184,3202,3329,4482,4637,5331,4783,4343,21330,23576,5,9,0,0,0,0,0,1,0,0,0,0,8.8,8.8,Team2,EUW1_7208400403,Bronze4
15701,15,5878,6705,3486,3409,3636,4807,4823,5593,5095,4496,23114,24814,6,9,0,0,0,0,0,1,0,0,0,0,9.2,9.2,Team2,EUW1_7208400403,Bronze4
15702,16,6311,7054,4400,3602,3838,5099,5000,5990,5681,5894,25205,27664,7,12,1,0,0,0,0,1,0,0,0,0,9.2,9.6,Team2,EUW1_7208400403,Bronze4
15703,17,6528,7542,4781,3891,4089,5354,5467,6685,5824,6217,26831,29547,7,13,1,0,0,0,0,2,0,0,0,0,10.0,10.0,Team2,EUW1_7208400403,Bronze4
15704,18,6761,7701,4945,4182,4241,5797,5799,6995,6226,6369,27830,31186,7,13,1,0,0,0,0,2,0,0,0,0,10.0,10.4,Team2,EUW1_7208400403,Bronze4
15705,19,7157,8504,5143,4527,4394,6454,6560,7582,6855,7138,29725,34589,8,16,1,1,0,0,0,2,0,0,0,0,10.2,11.4,Team2,EUW1_7208400403,Bronze4
15706,20,8171,8887,5524,4895,4610,6751,6937,7809,7151,7290,32087,35938,8,16,2,1,0,0,0,2,0,0,0,0,10.6,11.4,Team2,EUW1_7208400403,Bronze4
15707,21,9190,9100,5646,5017,4773,8007,7476,8589,7412,7658,33726,39142,9,18,3,2,0,0,0,2,0,0,0,0,11.0,12.0,Team2,EUW1_7208400403,Bronze4
15708,22,9788,9652,5861,5210,5223,8364,7722,8711,7778,7810,35734,40385,10,19,4,2,0,0,0,3,0,0,0,0,11.6,12.4,Team2,EUW1_7208400403,Bronze4
15709,23,10816,9880,6088,5577,5508,8816,8313,9180,8290,8517,37869,43116,10,20,5,3,0,0,0,3,0,0,0,0,11.6,12.6,Team2,EUW1_7208400403,Bronze4
15710,24,10938,10041,6831,5699,5661,9646,9161,9840,8755,8719,39170,46121,11,21,6,4,0,0,0,3,0,0,0,0,11.8,13.0,Team2,EUW1_7208400403,Bronze4
15711,25,12362,10634,7124,5859,5926,10033,9488,10308,8961,8872,41905,47662,13,22,6,4,0,0,0,3,0,0,0,0,12.4,13.2,Team2,EUW1_7208400403,Bronze4
15712,26,12763,10911,7385,6033,6128,10155,9868,10430,9353,9071,43220,48877,13,22,6,4,0,0,0,3,0,0,0,0,12.6,13.2,Team2,EUW1_7208400403,Bronze4
15713,27,13730,11335,7597,6216,6332,10752,10198,10628,9896,9224,45210,50698,15,23,6,4,0,0,0,3,0,0,0,0,13.2,13.8,Team2,EUW1_7208400403,Bronze4
15714,28,15021,12049,8062,6941,6749,11672,10456,11061,10253,9402,48822,52844,19,23,6,5,0,1,1,3,0,0,0,0,13.6,14.0,Team2,EUW1_7208400403,Bronze4
15715,29,15605,12536,8616,7418,7231,11794,10578,11447,10441,9640,51406,53900,19,24,6,5,0,1,1,3,0,0,1,0,14.2,14.2,Team2,EUW1_7208400403,Bronze4
15716,30,16048,12846,8802,7540,7383,13072,11467,12384,10813,10200,52619,57936,20,29,7,6,1,1,1,3,0,0,1,0,14.4,14.6,Team2,EUW1_7208400403,Bronze4
15717,30,16065,12864,8819,7558,7405,13356,11564,12637,10831,10289,52711,58677,20,31,7,6,1,1,1,3,0,0,1,0,14.4,14.8,Team2,EUW1_7208400403,Bronze4
15718,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7199838620,Bronze4
15719,1,1403,1408,1403,1403,1403,1436,1496,1403,1733,1403,7020,7471,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7199838620,Bronze4
15720,2,1985,1873,2015,1871,1822,2111,2488,2137,2308,2026,9566,11070,1,5,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7199838620,Bronze4
15721,3,3009,2401,2558,2519,2764,2580,3112,2589,2794,2530,13251,13605,5,6,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team1,EUW1_7199838620,Bronze4
15722,4,3436,2876,3130,2969,3217,3236,4128,3245,3760,3700,15628,18069,6,12,0,0,0,0,0,0,0,0,0,0,6.0,6.2,Team1,EUW1_7199838620,Bronze4
15723,5,4095,3336,3566,3691,3607,3740,4965,3792,4492,4183,18295,21172,8,15,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team1,EUW1_7199838620,Bronze4
15724,6,4832,3854,4330,4305,4532,4166,5457,4248,4988,4561,21853,23420,12,15,0,0,0,0,0,0,0,0,0,0,7.8,7.8,Team1,EUW1_7199838620,Bronze4
15725,7,5418,4345,4829,5182,4995,4857,6137,4975,5486,5299,24769,26754,14,18,0,0,0,0,0,0,0,0,0,0,8.6,8.8,Team1,EUW1_7199838620,Bronze4
15726,8,6428,5040,5330,5889,5665,5386,6943,5455,6388,6061,28352,30233,18,23,0,0,0,0,0,0,0,0,0,0,9.4,9.8,Team1,EUW1_7199838620,Bronze4
15727,9,7168,5953,5966,6586,6192,5909,7639,6208,7071,6463,31865,33290,22,26,0,0,0,0,0,0,0,0,0,0,10.4,10.4,Team1,EUW1_7199838620,Bronze4
15728,10,7650,6470,6618,7609,7051,6446,8317,7124,7875,6967,35398,36729,27,30,0,0,0,0,0,0,0,0,0,0,11.4,11.2,Team1,EUW1_7199838620,Bronze4
15729,11,8319,7101,7008,8239,7745,7099,9451,7620,8325,7515,38412,40010,30,33,0,0,0,0,0,0,0,0,0,0,12.4,12.0,Team1,EUW1_7199838620,Bronze4
15730,12,9310,7792,7687,8927,8748,7465,10186,8022,9031,7875,42464,42579,34,35,1,0,0,0,0,0,0,0,0,0,13.0,12.6,Team1,EUW1_7199838620,Bronze4
15731,13,10021,8361,8208,9766,9305,7924,10688,8534,9439,8362,45661,44947,37,35,1,0,0,0,0,0,0,0,0,0,13.6,13.4,Team1,EUW1_7199838620,Bronze4
15732,14,10578,9109,8686,10530,9770,8436,11313,9189,10217,9039,48673,48194,40,39,1,0,0,0,0,0,0,0,0,0,14.4,14.0,Team1,EUW1_7199838620,Bronze4
15733,15,11185,9982,9283,11157,10432,9196,12279,9595,10639,9444,52039,51153,44,41,1,0,0,0,0,0,0,0,0,0,15.4,14.6,Team1,EUW1_7199838620,Bronze4
15734,16,11833,10736,9743,11653,11090,9692,13066,10236,11412,10249,55055,54655,47,45,1,0,0,0,0,0,0,0,0,0,15.8,15.6,Team1,EUW1_7199838620,Bronze4
15735,17,12539,11370,10190,12466,11497,10186,13473,10761,11870,10859,58062,57149,50,46,1,0,0,0,0,0,0,0,0,0,16.6,15.8,Team1,EUW1_7199838620,Bronze4
15736,18,13072,11842,10838,12844,11908,10792,14736,11264,12361,11282,60504,60435,52,50,1,0,0,0,0,0,0,0,0,0,17.4,16.8,Team1,EUW1_7199838620,Bronze4
15737,19,13513,12325,11298,13450,12795,11329,15338,11834,12814,11771,63381,63086,54,52,1,0,0,0,0,0,0,0,0,0,17.6,17.6,Team1,EUW1_7199838620,Bronze4
15738,20,15156,13858,12427,14462,13889,11734,16365,12285,13331,12155,69792,65870,60,55,4,0,1,0,0,0,0,0,0,0,18.0,17.6,Team1,EUW1_7199838620,Bronze4
15739,21,15540,14299,12839,15105,14296,12213,16829,12946,14194,12934,72079,69116,61,57,4,0,1,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7199838620,Bronze4
15740,22,16138,14869,13371,15657,14766,13148,17339,14011,14812,13851,74801,73161,63,61,4,1,1,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7199838620,Bronze4
15741,22,17208,15773,13698,16166,15590,13481,18062,14770,15145,14178,78435,75636,68,64,4,1,1,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7199838620,Bronze4
15742,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199786370,Bronze4
15743,1,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,7015,7015,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team2,EUW1_7199786370,Bronze4
15744,2,1823,2081,1844,1858,1832,1895,2033,1879,1869,1982,9438,9658,1,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team2,EUW1_7199786370,Bronze4
15745,3,2936,2569,2368,2378,2884,2342,2535,2700,2346,2878,13135,12801,5,5,0,0,0,0,0,0,0,0,0,0,5.2,5.0,Team2,EUW1_7199786370,Bronze4
15746,4,3409,3019,2991,2813,3274,3186,3104,3529,3151,3946,15506,16916,6,9,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team2,EUW1_7199786370,Bronze4
15747,5,3974,3463,3643,3279,3888,3606,3541,3966,3583,4483,18247,19179,8,9,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team2,EUW1_7199786370,Bronze4
15748,6,4486,4058,4294,3849,4407,4266,4121,4444,4018,4994,21094,21843,11,11,0,0,0,0,0,0,0,0,0,0,7.8,7.4,Team2,EUW1_7199786370,Bronze4
15749,7,5126,4557,4732,4320,5663,5206,4623,5108,4603,5680,24398,25220,14,15,0,0,0,0,0,0,0,0,0,0,8.4,8.4,Team2,EUW1_7199786370,Bronze4
15750,8,5798,5188,5341,4799,6229,5887,5118,5501,5142,6436,27355,28084,17,17,0,0,0,0,0,0,0,0,0,0,9.2,9.2,Team2,EUW1_7199786370,Bronze4
15751,9,6384,5885,5800,5898,6709,6301,6162,6104,5775,7005,30676,31347,21,21,0,0,0,0,0,0,0,0,0,0,10.2,10.2,Team2,EUW1_7199786370,Bronze4
15752,10,6884,6517,6488,6418,7293,6844,6609,6542,6273,7814,33600,34082,23,22,0,0,0,0,0,0,0,0,0,0,11.0,10.8,Team2,EUW1_7199786370,Bronze4
15753,11,7531,7092,6900,6808,7821,8052,7061,7354,6867,8484,36152,37818,25,27,0,0,0,0,0,0,0,0,0,0,11.4,12.0,Team2,EUW1_7199786370,Bronze4
15754,12,8120,7770,7347,7363,8636,8697,7687,8292,7473,9234,39236,41383,28,29,0,1,0,0,0,0,0,0,0,0,12.4,12.2,Team2,EUW1_7199786370,Bronze4
15755,13,8591,8196,7776,7908,9072,9371,8446,9179,8061,10240,41543,45297,28,34,0,1,0,0,0,0,0,0,0,0,12.4,13.2,Team2,EUW1_7199786370,Bronze4
15756,14,9145,9104,8306,8599,9777,9963,9031,9805,8637,10934,44931,48370,32,34,0,2,0,1,0,0,0,0,0,0,13.4,13.8,Team2,EUW1_7199786370,Bronze4
15757,15,9725,9541,8732,9078,10376,10822,9585,10471,9188,11987,47452,52053,33,39,0,2,0,1,0,0,0,0,0,0,14.0,14.8,Team2,EUW1_7199786370,Bronze4
15758,16,10366,10018,9647,9708,11454,11413,10095,11017,9734,12598,51193,54857,38,39,1,2,0,1,0,0,0,0,0,0,15.2,15.2,Team2,EUW1_7199786370,Bronze4
15759,17,11025,10442,10072,10165,11872,12367,10615,11649,10534,13318,53576,58483,39,44,1,2,0,1,0,0,0,0,0,0,15.4,16.2,Team2,EUW1_7199786370,Bronze4
15760,18,11753,10856,10602,11028,12232,13316,11521,12308,11469,14280,56471,62894,41,49,2,2,0,2,0,0,0,0,0,0,16.2,17.0,Team2,EUW1_7199786370,Bronze4
15761,18,11996,11093,10845,11271,12674,13553,11950,12599,11850,14517,57879,64469,42,50,2,2,0,2,0,0,0,0,0,0,16.4,17.4,Team2,EUW1_7199786370,Bronze4
15762,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199695630,Bronze4
15763,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199695630,Bronze4
15764,2,563,611,591,584,544,563,611,626,584,524,2893,2908,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7199695630,Bronze4
15765,3,867,1022,885,969,719,874,937,1361,874,704,4462,4750,0,1,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team2,EUW1_7199695630,Bronze4
15766,4,1155,1395,1120,1183,920,1387,1335,1610,1312,1220,5773,6864,0,3,0,0,0,0,0,0,0,0,0,0,3.6,3.6,Team2,EUW1_7199695630,Bronze4
15767,5,1578,1647,1326,1961,1088,1530,1817,2198,1511,1380,7600,8436,2,4,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team2,EUW1_7199695630,Bronze4
15768,6,1764,1844,1624,2203,1229,2004,2007,2576,2166,1833,8664,10586,2,5,0,0,0,0,0,0,0,0,0,0,4.4,5.0,Team2,EUW1_7199695630,Bronze4
15769,7,2169,2032,1900,3199,1758,2294,2449,3093,2365,2069,11058,12270,4,7,0,0,0,0,0,0,0,0,0,0,5.4,5.4,Team2,EUW1_7199695630,Bronze4
15770,8,2507,2434,2217,3796,1949,2625,2871,3438,2669,2224,12903,13827,5,7,0,0,0,0,0,0,0,0,0,0,6.2,6.2,Team2,EUW1_7199695630,Bronze4
15771,9,2763,3010,2665,4369,2330,2933,3880,3893,2934,2469,15137,16109,7,9,0,0,0,0,0,0,0,0,0,0,6.8,6.6,Team2,EUW1_7199695630,Bronze4
15772,10,3598,3333,2960,4750,2481,3118,4379,4078,3162,2621,17122,17358,8,9,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team2,EUW1_7199695630,Bronze4
15773,11,3946,3704,3674,5104,2785,3346,4926,4510,3439,2957,19213,19178,9,10,0,0,0,0,0,1,0,0,0,0,7.8,7.6,Team2,EUW1_7199695630,Bronze4
15774,12,4239,3856,3844,5503,2987,3594,5892,5107,3765,3109,20429,21467,9,12,0,0,0,0,0,1,0,0,0,0,8.2,8.0,Team2,EUW1_7199695630,Bronze4
15775,13,4361,4324,4163,6039,3276,4424,6824,5770,3950,3284,22163,24252,10,15,0,0,0,0,0,1,0,0,0,0,8.8,8.6,Team2,EUW1_7199695630,Bronze4
15776,14,4858,4552,4349,6231,3448,4659,7958,6011,4259,3486,23438,26373,10,16,0,0,0,0,0,1,0,0,0,0,8.8,9.2,Team2,EUW1_7199695630,Bronze4
15777,15,5092,4754,4674,7129,4072,4879,8708,6449,4402,3725,25721,28163,12,17,0,0,0,0,0,1,0,0,0,0,9.4,9.6,Team2,EUW1_7199695630,Bronze4
15778,16,5513,4937,5074,7667,4564,5180,9356,6746,4654,3878,27755,29814,12,18,1,0,0,0,0,1,0,0,0,0,9.8,10.0,Team2,EUW1_7199695630,Bronze4
15779,17,5900,5458,5259,8076,4751,5638,9988,7350,4889,4081,29444,31946,12,18,1,1,0,0,0,1,0,0,0,0,10.0,10.4,Team2,EUW1_7199695630,Bronze4
15780,18,6071,5730,6116,8268,4904,6743,10565,7809,6002,4584,31089,35703,13,22,2,1,0,0,0,1,0,0,0,0,10.4,11.2,Team2,EUW1_7199695630,Bronze4
15781,19,7030,5875,6239,8390,5110,6958,11347,8375,6432,4815,32644,37927,14,23,2,2,0,0,0,2,0,0,0,0,10.8,11.6,Team2,EUW1_7199695630,Bronze4
15782,20,7990,6411,6899,10927,5362,7233,12429,8497,6661,4968,37589,39788,18,25,4,2,0,0,0,2,0,0,0,0,11.6,11.8,Team2,EUW1_7199695630,Bronze4
15783,21,8482,6844,7196,11091,5550,7537,12817,9038,7042,5243,39163,41677,18,26,4,2,0,0,0,2,0,0,0,0,11.8,12.2,Team2,EUW1_7199695630,Bronze4
15784,22,8710,6966,7318,11533,5702,7929,13717,10093,7936,5725,40229,45400,18,30,4,3,0,0,0,2,0,0,0,0,12.0,13.2,Team2,EUW1_7199695630,Bronze4
15785,23,9365,7697,7754,12367,6047,8614,14015,10241,8434,6235,43230,47539,22,32,5,3,0,0,0,2,0,0,0,0,12.6,13.2,Team2,EUW1_7199695630,Bronze4
15786,24,9598,7958,7982,12535,6251,8751,14440,10363,8556,6387,44324,48497,22,32,5,3,0,0,1,2,0,0,0,0,12.8,13.2,Team2,EUW1_7199695630,Bronze4
15787,25,10531,8156,8118,13638,6628,9073,14999,10583,8749,6739,47071,50143,26,34,5,3,0,0,1,2,0,0,0,0,13.4,13.4,Team2,EUW1_7199695630,Bronze4
15788,26,11171,8447,8241,13914,6802,9411,15196,10838,8920,6896,48575,51261,26,34,5,3,0,0,1,2,0,0,0,0,13.8,13.8,Team2,EUW1_7199695630,Bronze4
15789,27,11909,8744,8510,14488,6954,9596,16061,11113,9321,7084,50605,53175,27,35,5,3,0,0,1,2,0,0,0,0,14.0,13.8,Team2,EUW1_7199695630,Bronze4
15790,28,12641,9092,8653,15300,7142,9783,16379,11279,9770,7477,52828,54688,29,37,5,3,0,0,1,2,0,0,0,0,14.2,14.4,Team2,EUW1_7199695630,Bronze4
15791,29,12764,9330,8777,15514,7300,9906,16677,11671,10124,7830,53685,56208,29,39,5,3,0,0,1,2,0,0,0,0,14.6,14.8,Team2,EUW1_7199695630,Bronze4
15792,30,12886,9452,9038,16109,7453,10395,17276,13184,10648,8506,54938,60009,29,41,5,3,0,0,1,3,0,0,0,1,14.6,15.4,Team2,EUW1_7199695630,Bronze4
15793,31,13072,9779,9355,16607,7620,10786,17940,13609,11166,8700,56433,62201,29,41,5,3,0,0,1,3,0,0,0,1,14.8,15.8,Team2,EUW1_7199695630,Bronze4
15794,32,13657,10221,9817,17587,7932,10923,18750,13927,11339,8903,59214,63842,32,43,5,3,0,0,1,3,0,0,0,1,15.4,15.8,Team2,EUW1_7199695630,Bronze4
15795,33,14356,10343,9974,17974,8090,11293,20115,14192,11542,9150,60737,66292,32,44,5,4,0,0,1,3,0,0,0,1,15.6,16.0,Team2,EUW1_7199695630,Bronze4
15796,34,14885,10586,10131,18776,8270,11475,21168,15429,11806,9352,62648,69230,33,45,5,6,0,0,1,3,0,0,0,1,16.0,16.6,Team2,EUW1_7199695630,Bronze4
15797,35,15327,10708,10616,19261,8573,11829,21489,15740,11954,9530,64485,70542,35,46,5,6,0,0,1,3,0,0,0,1,16.2,16.6,Team2,EUW1_7199695630,Bronze4
15798,36,15651,10906,10879,19747,8800,12548,21824,15918,12185,9683,65983,72158,36,48,5,6,0,0,1,4,0,0,0,1,16.4,16.6,Team2,EUW1_7199695630,Bronze4
15799,37,15992,11348,11133,20197,9102,12720,21997,16566,12434,9885,67772,73602,38,48,5,7,0,2,1,4,0,0,0,1,16.6,16.6,Team2,EUW1_7199695630,Bronze4
15800,38,16256,11508,11946,20393,9343,12843,22662,16689,12556,10037,69446,74787,40,50,5,7,0,2,1,4,0,0,0,1,16.6,16.6,Team2,EUW1_7199695630,Bronze4
15801,39,17068,11929,12221,20709,9612,13015,23026,17015,12999,10240,71539,76295,41,50,6,7,0,2,1,4,0,0,0,1,17.0,17.0,Team2,EUW1_7199695630,Bronze4
15802,40,17407,12275,12407,21137,9764,13271,23799,17500,13267,10392,72990,78229,41,52,6,7,0,2,1,4,0,0,0,1,17.0,17.2,Team2,EUW1_7199695630,Bronze4
15803,40,17480,12523,12480,21301,9856,13345,24118,17769,13340,10483,73640,79055,41,52,6,7,0,2,1,4,0,0,0,1,17.0,17.2,Team2,EUW1_7199695630,Bronze4
15804,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199624982,Bronze4
15805,1,500,500,500,575,800,920,500,500,500,505,2875,2925,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7199624982,Bronze4
15806,2,563,630,584,658,824,983,531,626,584,549,3259,3273,1,1,0,0,0,0,0,0,0,0,0,0,1.2,1.0,Team2,EUW1_7199624982,Bronze4
15807,3,839,862,790,1208,1100,1273,937,1208,871,719,4799,5008,2,2,0,0,0,0,0,0,0,0,0,0,2.4,2.8,Team2,EUW1_7199624982,Bronze4
15808,4,1039,1150,990,1435,1285,1599,1158,1467,1099,875,5899,6198,2,2,0,0,0,0,0,0,0,0,0,0,3.2,3.2,Team2,EUW1_7199624982,Bronze4
15809,5,1336,1787,1433,1776,1678,1721,1386,1856,1389,1090,8010,7442,4,2,0,0,0,0,0,0,0,0,0,0,4.0,3.8,Team2,EUW1_7199624982,Bronze4
15810,6,1644,1949,2088,1933,1819,2047,2089,2041,1881,1261,9433,9319,5,4,0,0,0,0,0,0,0,0,0,0,4.6,4.6,Team2,EUW1_7199624982,Bronze4
15811,7,1941,2250,2260,2310,2019,2368,2338,2485,2081,1436,10780,10708,5,4,0,0,0,0,0,0,0,0,0,0,5.4,5.2,Team2,EUW1_7199624982,Bronze4
15812,8,2237,2372,2829,2608,2376,2748,2460,3004,2438,1732,12422,12382,6,5,0,0,0,0,0,1,0,0,0,0,5.8,6.0,Team2,EUW1_7199624982,Bronze4
